seed,r2,mae,separation_quality,n_trees,max_questions_per_tree,total_questions,n_candidate_rules,n_pareto_rules,n_diverse_rules,min_pairwise_trajectory_distance,mean_pairwise_trajectory_distance
641,0.36197791698269643,3388.6579958898037,7521.950694661093,8,17,63,,,,,
642,0.35933730034981237,3638.220078584809,6371.135533230459,8,13,53,,,,,
643,0.4044111099797316,3764.569411822064,7115.723854284763,9,8,67,,,,,
644,0.30617913848014644,3545.3513851258726,7198.253348272169,10,11,75,,,,,
645,0.40312723596358613,3422.4101394834406,6924.47284154245,10,7,65,,,,,
646,0.3524972317022541,3587.4001164015176,7124.668729942769,8,7,50,,,,,
647,0.3432093871739068,3518.2577461507467,7100.643178551195,8,10,69,,,,,
648,0.45792594049417545,3042.6973413769106,5898.765121310559,6,16,35,,,,,
649,0.32860305595466754,3093.5334474212045,7127.348801162381,5,14,38,,,,,
650,0.33898637990145375,3417.2340234866742,6939.4428576268065,9,7,61,,,,,
651,0.31063450613491916,3662.31041285701,7304.897692834899,8,16,59,,,,,
652,0.32300781221207486,3440.3897781312503,7044.805810054106,5,18,39,,,,,
653,0.39788970900988285,3495.647305908197,7269.700645957506,7,12,58,,,,,
654,0.24732965964335607,3267.093143867984,7537.743687677001,5,6,30,,,,,
655,0.3613169051242474,3267.42170060862,7061.3581584838,6,15,50,,,,,
656,0.44444140053105685,3272.3969240155197,7446.058973019953,8,11,60,,,,,
657,0.2812738957940505,3709.2535225595643,6600.222131819958,7,8,51,,,,,
658,0.3191428291800059,3270.2525785976,7335.35718942535,9,15,76,,,,,
659,0.349863568953905,3519.6886948592905,7384.650482615292,5,9,33,,,,,
660,0.3662023105255242,3398.8411884207417,7475.843436806848,10,14,82,,,,,
661,0.41526618783424896,3400.9969513710334,7389.635599535143,9,7,61,,,,,
662,0.2863700945135118,3680.7680722345353,6677.772713406077,7,16,62,,,,,
663,0.34223737967206913,3701.957484560595,7369.24990122675,10,16,75,,,,,
664,0.41097095611452805,3197.507646177131,7107.559694737247,6,10,48,,,,,
665,0.4188097828427939,3623.979494387224,6863.609895727371,6,18,45,,,,,
666,0.2622530884157773,3619.3761744455996,7438.51641218573,9,8,61,,,,,
667,0.30925803461692425,3410.453553034667,6875.734185413002,10,15,72,,,,,
668,0.3879452154048465,3706.9241475534254,6918.317794727023,8,17,70,,,,,
669,0.4505504838843425,3401.4425775976015,7120.559020442779,8,15,59,,,,,
670,0.417523478096676,3383.9664732669676,7356.907585026255,7,15,49,,,,,
671,0.3830045250403339,3418.489740125127,6401.474735702003,8,7,49,,,,,
672,0.4491283877147155,3379.272402465105,7169.560126089959,6,14,52,,,,,
673,0.40668812554242895,3312.3441129321054,6913.13159181571,6,15,47,,,,,
674,0.3189974779425718,3195.0913018711194,7709.779970736433,10,7,62,,,,,
675,0.1986816155631883,3844.402192980848,6723.504523182844,6,6,34,,,,,
676,0.24269238171639373,3710.078043859035,7234.30380681461,9,10,74,,,,,
677,0.4027107480749128,3262.171511300373,6592.691560034001,5,16,32,,,,,
678,0.38015984203583497,3284.0169996495893,7225.430692159403,6,8,45,,,,,
679,0.32037443239310814,3446.526750281506,7244.280899776665,10,8,73,,,,,
680,0.395410059854141,3394.6067256006027,7702.737677219758,9,7,60,,,,,
681,0.3172477618136327,3346.5391473137897,7549.868092092507,10,7,65,,,,,
682,0.359598968630211,3165.5563576888385,7087.356078821056,10,9,82,,,,,
683,0.4279810201586951,3151.572166535895,7315.9600834811645,10,7,66,,,,,
684,0.3535818736010664,3398.0352439639773,7215.0514458988155,8,16,62,,,,,
685,0.34498617372633,3718.4806709217746,6752.95350316655,6,6,36,,,,,
686,0.3199294924777337,3668.2957469301787,7154.169849491193,7,16,53,,,,,
687,0.3848405235723582,3502.8898325119667,7319.612920777766,9,11,57,,,,,
688,0.42658015198322485,3635.7464386834044,6987.7820521020185,6,9,37,,,,,
689,0.3195379777297599,3401.705139504716,6043.11889675682,5,8,37,,,,,
690,0.31882326290862584,3409.6444117894684,6698.200833903862,8,11,58,,,,,
691,0.32594538240241777,3279.473943249692,6377.911985673924,5,12,43,,,,,
692,0.5124987030591432,3003.9898703651093,7027.513599004548,5,12,36,,,,,
693,0.359580000912875,3738.325965267565,6997.334290443633,7,6,41,,,,,
694,0.3907695975370914,3217.18362636751,7206.532312918292,10,6,57,,,,,
695,0.45239656732520916,3433.6035543132652,6804.834434984782,7,16,51,,,,,
696,0.44818554505735353,3199.77019988055,7175.609250896859,7,8,49,,,,,
697,0.3004062468421854,3363.5161286592365,7249.569917920818,7,8,45,,,,,
698,0.29703458520635606,3495.7306980157045,7809.373867531288,7,14,47,53.0,7.0,1.0,0.0,0.0
699,0.30575291137581484,3481.105104939374,6809.015240662265,6,11,42,,,,,
700,0.4265506120544236,3127.97475510568,7244.809372360639,8,13,53,,,,,
701,0.39011433268940965,3142.2613317868186,6742.2027157740085,9,10,72,,,,,
702,0.3274014257377431,3715.327092252539,6937.963927120148,7,9,45,,,,,
703,0.3112067631648413,3640.794932982928,7291.508592677309,5,14,38,,,,,
704,0.35257169594619475,3350.715982079351,7046.988791998498,5,7,34,,,,,
705,0.43300448677075465,3330.4263025839687,7034.0603920540825,6,16,47,,,,,
706,0.39943709237775593,3530.0818060415254,7065.612335076957,6,15,41,,,,,
707,0.3194154063749798,3401.682378323508,7738.004465705505,8,15,56,65.0,8.0,2.0,2.2179094476356016,2.2179094476356016
708,0.38885453005873727,3436.203153502409,6826.07709742407,5,10,37,,,,,
709,0.4592288561067063,3214.1935901982456,7118.872363349331,10,17,92,,,,,
710,0.4353640659086203,3106.924938010311,7255.172830330427,6,15,44,,,,,
711,0.3259011624518605,3554.677642437024,6890.634523669126,7,7,47,,,,,
712,0.4077570504004453,3056.906101168349,7255.311497529601,10,12,84,,,,,
713,0.3929852212334507,3221.8805332955435,7505.140366149063,10,9,79,,,,,
714,0.3907495726114133,3509.1567734922683,7544.323018433756,6,6,36,,,,,
715,0.3799869082239372,3446.1830337096744,7430.25555723982,8,6,46,,,,,
716,0.43154750804364983,3296.247333404799,6948.401445493567,8,9,61,,,,,
717,0.4241399663397212,3289.0154090059636,7345.380081631079,8,9,59,,,,,
718,0.27397715398170475,3718.123813692742,6376.438133783279,7,16,50,,,,,
719,0.3853780715103988,3560.5602717101283,7321.075982552186,10,7,67,,,,,
720,0.3535118073083596,3328.4732548349803,7689.169166677008,9,10,63,,,,,
721,0.352651484757045,3408.809478985588,6802.188804405003,6,7,40,,,,,
722,0.20805407795052333,3623.3976207465166,7232.641537427382,5,6,28,,,,,
723,0.27422114492163163,3512.9251119253827,7320.825512684889,6,13,44,,,,,
724,0.3669079614724873,3453.0029084416124,6527.213947976469,5,7,32,,,,,
725,0.30451452486307873,3526.2313390469403,7359.556424063915,6,9,38,,,,,
726,0.4442584960155277,3281.043271086609,6980.047261156488,7,12,56,,,,,
727,0.3135944049309831,3663.6555699042183,8131.918321589863,7,10,56,62.0,9.0,2.0,2.021689308119694,2.021689308119694
728,0.3132179846143157,3749.1414207723114,7265.931458841015,10,16,80,,,,,
729,0.32450517346417784,3245.8182281053596,7023.538240512607,10,12,77,,,,,
730,0.35423786107867816,3467.0099759835807,6654.703396546789,9,6,53,,,,,
731,0.37063479749767014,3424.917933074307,6809.372516719079,6,16,45,,,,,
732,0.4381927511629946,3302.5379489869356,7288.374690065735,9,15,66,,,,,
733,0.3944892014764556,3227.928673673236,7840.140657479506,10,16,78,96.0,15.0,3.0,0.940698897166361,1.7325566631726854
734,0.3439143635346712,3485.180064946369,6931.288360479197,10,6,59,,,,,
735,0.3314248306263238,3370.909244490675,7493.337490776012,9,6,52,,,,,
736,0.3843877425537815,3129.346004386307,7237.74104369822,6,11,37,,,,,
737,0.44137935930210415,3398.2707066543435,6102.802509290558,6,10,49,,,,,
738,0.43959503218130547,3411.246152157714,6998.800262752057,7,18,52,,,,,
739,0.30582254623449867,3643.358609765263,6197.502105842007,6,14,41,,,,,
740,0.33346920922965206,3533.4431481448723,7344.376645696127,10,8,72,,,,,
741,0.5664712585875449,2614.2575881478824,6942.867313493599,5,14,37,,,,,
742,0.2747027339844026,3346.9773175353057,7259.867429185516,7,10,47,,,,,
743,0.18728392337022948,3541.7259244791994,6691.1254049620575,5,9,39,,,,,
744,0.4407224976442291,3146.703435309371,6629.033884757758,10,10,71,,,,,
745,0.326062885581606,3407.5006371612017,6252.218116678184,6,17,52,,,,,
746,0.3770778908470016,3308.476436020072,7137.200054063743,9,11,78,,,,,
747,0.3419966403343362,3232.2692641636145,7269.426044949933,9,10,68,,,,,
748,0.18493558042883018,4009.1145883284253,7292.320629345509,6,7,40,,,,,
749,0.4589514584559289,2978.2264224282408,7187.374014514614,8,13,66,,,,,
750,0.39944364471916216,3334.591457561742,7594.021746249928,9,14,67,,,,,
751,0.3225880684506325,3359.262677589466,6957.163890698852,10,12,74,,,,,
752,0.43344880351656223,3340.642241814161,7131.859537562824,8,13,51,,,,,
753,0.3507369861677443,3396.943662833628,7123.990041668677,9,16,71,,,,,
754,0.3376119110704142,3376.2245468490078,7332.043899628706,10,13,81,,,,,
755,0.25337269045710764,3585.933002977224,7373.480644169446,9,13,66,,,,,
756,0.4328335063527654,3387.7667676173505,7239.066517045394,6,10,50,,,,,
757,0.2490699283385176,3724.6745715493494,7412.92839865651,7,17,58,,,,,
758,0.28033748189774865,3562.943202924149,7080.825941759085,10,7,67,,,,,
759,0.427875972743448,3139.4351348415325,6544.94064831566,5,10,36,,,,,
760,0.34816487791041595,3853.795981210278,7024.708222182763,6,18,48,,,,,
761,0.2385522091312483,3583.6311720205754,7636.081682495084,10,12,78,,,,,
762,0.34712187637187497,3501.929951837407,7087.95096950492,5,11,35,,,,,
763,0.3486310130373522,3628.5059924750644,7064.946558922637,7,18,51,,,,,
764,0.4148416712219868,3295.057095703147,7041.201354332537,7,10,53,,,,,
765,0.38171850504881577,3156.3061325496305,6960.113821971882,10,16,66,,,,,
766,0.27444939986855377,3572.1996758758314,7227.227672890355,6,14,38,,,,,
767,0.3793867272117032,3499.571218989571,6540.222455745273,9,9,67,,,,,
768,0.41309113208935266,3352.0865141214013,7052.575705893433,10,10,75,,,,,
769,0.4000225831004194,3366.1323400868346,7403.375607500616,9,15,80,,,,,
770,0.4597726180188916,3454.0144074286777,7469.746347754443,5,16,37,,,,,
771,0.5103791669775991,3047.885831971853,7162.908828959902,9,16,71,,,,,
772,0.37958979045325303,3412.944081103264,7212.262605697807,7,12,60,,,,,
773,0.33064339222926564,3413.181263065492,6640.618005437512,6,17,49,,,,,
774,0.3010124430184816,3312.7176401208744,7470.364211037085,5,18,42,,,,,
775,0.33099012861526034,3475.6135700744926,6979.199347943099,5,13,34,,,,,
776,0.3471353843341688,3399.477228233264,7475.209450251695,6,13,46,,,,,
777,0.27402290477563884,3758.922569436095,7104.089014738102,8,12,60,,,,,
778,0.36477737653496856,3248.884271907332,6951.135690784596,10,18,83,,,,,
779,0.3670102774418752,3300.382034110715,6728.797193573594,7,15,56,,,,,
780,0.4220050283640667,3318.9649133280627,7365.951699345021,10,15,79,,,,,
781,0.36535253830684566,3661.3162053328047,7062.884431103808,9,12,73,,,,,
782,0.33847096151999345,3591.959107150262,7594.812909247358,7,6,41,,,,,
783,0.39878304746636317,3258.3621975587816,7219.394518023462,6,8,44,,,,,
784,0.4030660412281649,3350.6484413765106,7369.169999849665,10,15,74,,,,,
785,0.3406531368712976,3771.4624276548507,7015.77334019775,5,18,36,,,,,
786,0.33399276226942143,3524.0184892199877,7216.7503644528,7,17,52,,,,,
787,0.3480449869391955,3632.1208360275577,7259.003876377262,10,18,86,,,,,
788,0.36373851867616835,3365.7326954496793,7584.171233048524,7,12,55,,,,,
789,0.41257981927144904,3201.1941606367286,7141.0923846346195,8,8,58,,,,,
790,0.3809112492915283,3755.610010856167,6867.7063359410195,5,6,30,,,,,
791,0.4467709174974098,3175.577711991,6469.5516709293415,10,18,87,,,,,
792,0.4838212601077654,3040.2341995279053,6813.38635408062,10,8,66,,,,,
793,0.47920185730542253,3147.0643949670807,7410.715886694568,10,17,74,,,,,
794,0.36631258721568893,3302.0371859024135,5994.305371104611,8,18,55,,,,,
795,0.3790587567400112,3214.194549433095,7054.483591125565,9,16,72,,,,,
796,0.30111140397082037,3461.450825636113,6947.956845871733,7,17,60,,,,,
797,0.35154704381314916,3521.178447968739,6803.975159824469,6,13,45,,,,,
798,0.2595693377113574,3218.4738812052724,6655.412712513171,9,14,80,,,,,
799,0.38688848337602766,3524.322576436347,6938.847219483,10,13,80,,,,,
800,0.4171400715178406,3076.341506283396,6651.094112264087,7,9,52,,,,,
801,0.3613197572788326,3571.6743696481744,7240.700401771731,7,13,61,,,,,
802,0.3999245837495006,3442.502239733693,6098.00625600183,5,7,30,,,,,
803,0.4963643870479706,3495.5053964901313,7508.0613262645065,7,7,43,,,,,
804,0.3891851222399776,3324.01109308461,7022.625333186148,6,6,35,,,,,
805,0.4767714013776675,3212.1723485600774,6703.838094342703,5,10,39,,,,,
806,0.17758263051724998,3761.093159230073,6466.672671386378,6,6,36,,,,,
807,0.39120486394387277,3284.37194362321,7468.048410805205,9,9,66,,,,,
808,0.4568890727829388,3406.232683871334,7331.174409911252,10,12,81,,,,,
809,0.32061543925276026,3706.376035351593,6973.243970413457,10,13,71,,,,,
810,0.32130508319430406,3463.98104258666,6946.237770124627,9,14,65,,,,,
811,0.39443976351884613,3398.2164986469297,7308.135163806465,10,12,76,,,,,
812,0.4337414939429254,3354.8201928994013,7547.384979150782,8,14,59,,,,,
813,0.3266302135677446,3411.6157284840133,7509.3105254650245,9,7,62,,,,,
814,0.41880485858269667,3183.677178668763,6985.835573764901,10,13,81,,,,,
815,0.31773228443754187,3666.9240851761106,6939.1093802982095,5,10,44,,,,,
816,0.43692405639549314,3111.791143247198,7140.922150515344,9,10,70,,,,,
817,0.3068007457664915,3588.597338108114,7171.472592843456,7,18,58,,,,,
818,0.3641931331591508,3632.7338371670403,7194.417724734119,10,10,77,,,,,
819,0.31666376607145996,3463.273609218642,7343.572490097973,6,10,40,,,,,
820,0.4285285122561696,3363.6913875441733,6593.880392334707,6,9,43,,,,,
821,0.4333160984939475,3008.356487049358,7228.028922578062,9,9,70,,,,,
822,0.4005572551433786,3168.2439505395855,7097.309035488343,8,10,58,,,,,
823,0.24348919330764207,3471.1609605971053,7628.4752456943315,5,7,35,,,,,
824,0.2846486516429918,3495.4900175236235,7076.2775652614255,6,17,44,,,,,
825,0.4607805170915824,3257.408468975552,7118.693968217572,8,12,71,,,,,
826,0.30794364494936355,3447.2201654562937,7525.897158810731,6,8,43,,,,,
827,0.4392014640793931,3178.0072602942055,7342.231038483268,6,12,45,,,,,
828,0.26169775260530137,3381.799560605877,6655.228946116836,6,14,41,,,,,
829,0.41471354702677354,3147.4716121599654,7110.89799567407,7,6,42,,,,,
830,0.42267668333140695,3438.5014524038834,7120.416240660517,9,9,71,,,,,
831,0.33067476786852235,3431.7698159976903,6692.870812714568,7,9,53,,,,,
832,0.2902357963399893,3415.043799696685,7251.339924446671,6,10,44,,,,,
833,0.43072116649625114,3572.009359562306,7097.769912613851,6,14,50,,,,,
834,0.4078583758389782,3121.530958346831,7198.274729759629,9,6,52,,,,,
835,0.35472688598379587,3819.7030879689296,7739.461516549626,10,6,58,69.0,9.0,1.0,0.0,0.0
836,0.3890580064982242,3301.7915658978623,7148.861186136866,7,8,48,,,,,
837,0.34206151707416343,3364.723083502906,7166.403127972418,5,18,44,,,,,
838,0.4525156187862306,3268.319312052244,7196.220884913469,10,12,82,,,,,
839,0.43072150056701963,3340.48780001425,7044.824084014697,7,18,55,,,,,
840,0.4282587445731506,3380.2025883005954,6597.262956241099,6,10,45,,,,,
841,0.3764403682170494,3549.861640995567,6915.422485331651,9,13,73,,,,,
842,0.3682589294187607,3300.4209276819506,7221.601787348481,9,9,76,,,,,
843,0.4752380830914402,3129.4566230869596,7085.507614747672,8,9,70,,,,,
844,0.40303470336393554,3344.019273949086,6726.664740797707,10,10,74,,,,,
845,0.3929330455979535,3541.6318907595532,7297.646358810877,6,8,43,,,,,
846,0.3344703600970983,3199.5659774764936,6994.875899406561,7,17,60,,,,,
847,0.4209966694120726,3286.2163569641725,6409.662325804009,6,18,48,,,,,
848,0.28211834258949964,3578.690042541225,6522.745737841858,5,6,30,,,,,
849,0.4023947162120227,3295.9685220493857,7012.35924676016,6,9,40,,,,,
850,0.3591867125438666,3513.458132075812,6670.007719479439,9,6,54,,,,,
851,0.39852425082429876,3333.558197695645,7341.948642343785,9,9,61,,,,,
852,0.35853774376538294,3577.0516221912444,7105.613951321907,10,8,71,,,,,
853,0.3269796529694393,3490.4324596389024,6898.141957196451,9,8,70,,,,,
854,0.3779500665061456,3397.9803806218442,6916.738234672756,5,18,43,,,,,
855,0.29762227296907806,3130.50983981652,7516.581314490038,8,10,60,,,,,
856,0.31312805298205193,3290.0457481713916,7267.557744516901,7,14,63,,,,,
857,0.28263049521455386,3472.0516220541576,7272.1367619685,6,18,51,,,,,
858,0.24367139788693182,3317.784951772599,7438.255331471075,9,6,54,,,,,
859,0.3732626088826102,3635.0485484554624,7012.644603468542,7,9,53,,,,,
860,0.25229467183900556,3211.711232607859,7245.1064177125845,6,17,54,,,,,
861,0.2677970457824348,3419.6545059865493,6628.163951126306,10,7,66,,,,,
862,0.3779028303442462,3297.006538519826,7106.046668147326,8,18,68,,,,,
863,0.5412108447225239,2970.6183195115555,7384.247142176767,7,17,57,,,,,
864,0.4035080584982549,3465.4357296092658,7304.164756380645,6,16,45,,,,,
865,0.3827042358967262,3475.2500581399777,7604.819379725012,7,17,58,,,,,
866,0.3742656782920807,3243.1503208657773,7788.5152877349,8,14,70,90.0,11.0,4.0,0.6537986352359763,1.4307784837509965
867,0.36179628520242657,3543.26996139109,5909.685738948327,5,18,44,,,,,
868,0.30772729153755063,3404.9238570602224,6451.81698173518,8,7,52,,,,,
869,0.4182747035772112,3273.7338351033736,7157.412889052769,5,13,35,,,,,
870,0.2479103666368201,3565.895584655279,7170.955593875357,8,6,48,,,,,
871,0.43547368647788964,3310.073965241272,7303.141131963205,5,17,41,,,,,
872,0.37108213453370276,3237.0074723024404,6992.199221264483,6,11,47,,,,,
873,0.4414795439285071,3273.190367576771,7025.616602912185,6,7,40,,,,,
874,0.3997598434036822,3471.4900700969865,7137.091425502797,10,7,65,,,,,
875,0.38520837423287313,3597.5757713189455,7215.195890786293,7,13,59,,,,,
876,0.3353196433575937,3637.1531229482034,7439.000822458686,7,11,43,,,,,
877,0.2866122527327626,3399.2790030737533,6152.228505495709,5,6,29,,,,,
878,0.3128102199933741,3591.221985895384,7110.7764644266645,6,17,55,,,,,
879,0.30961601338955846,3730.3163020858747,7536.6153328805485,8,11,59,,,,,
880,0.4340225283223922,3406.40449681797,7509.117253673662,9,6,51,,,,,
881,0.4328449429576515,3228.7729107876544,7348.162080450637,5,13,52,,,,,
882,0.26445265659892825,3512.3743768974487,6280.84417315352,5,6,30,,,,,
883,0.3307075137713025,3899.7186847389307,7539.34236401572,5,7,32,,,,,
884,0.30564444084747133,3351.825009913628,7530.43296521431,9,7,61,,,,,
885,0.39365938013882007,3322.0414647711527,7349.697837031595,7,10,53,,,,,
886,0.369391147168585,3286.2773274101764,7697.9290216631925,7,7,42,,,,,
887,0.47487974943543243,3329.8651036056467,6730.507552200254,8,15,63,,,,,
888,0.3930079979127007,3185.8873539255355,7253.344176425897,7,12,53,,,,,
889,0.3392641805578386,3273.8600491180105,7274.855574096535,7,17,57,,,,,
890,0.27119870856379713,3490.50290715704,6836.499007038353,7,9,58,,,,,
891,0.4612657015520444,3486.0819751700824,7562.136791113553,6,14,52,,,,,
892,0.1642841711678079,3624.7735097838995,7259.381843488341,6,11,51,,,,,
893,0.4568743050084766,3005.155900427859,6667.253391777825,7,18,49,,,,,
894,0.3415506395276249,3209.91819579101,6901.3797387656305,7,12,62,,,,,
895,0.44134174005623983,3275.604406319983,6740.0654272964775,8,9,55,,,,,
896,0.39356901373268227,3378.457526597931,7252.022679959926,9,14,70,,,,,
897,0.4766523957104274,3238.9913177089966,6531.677784402811,8,6,47,,,,,
898,0.34438908308052096,3390.8466992937633,6947.771625924972,10,13,76,,,,,
899,0.4035928355386169,3157.6950662457766,7149.20812933296,8,6,48,,,,,
900,0.3522911117899129,3526.893341154389,7192.235812179075,6,14,44,,,,,
901,0.42183265567199146,3277.171535248248,7080.673757030621,6,11,50,,,,,
902,0.38355044796273563,3335.6955925767256,6635.660804223176,7,7,44,,,,,
903,0.2579376892164986,3537.280079214613,7210.868893619295,9,6,53,,,,,
904,0.34669080149943987,3552.56929976583,7224.7002668161995,10,11,74,,,,,
905,0.5166206428131059,3063.39182360932,7344.193931363574,5,12,37,,,,,
906,0.3090151088060409,3558.3358809494184,7144.8143219299745,8,8,57,,,,,
907,0.40442096671455563,3516.333540153964,7197.819912392723,5,10,34,,,,,
908,0.43922200807046696,3374.416263775373,6749.085281458214,7,16,60,,,,,
909,0.3820928355122508,3488.0149029986064,7512.217585625803,9,6,54,,,,,
910,0.3649944222774525,3241.8789417747926,7412.205839517371,7,17,57,,,,,
911,0.3648639898601004,3348.2692705437485,6988.882912112873,8,8,58,,,,,
912,0.3071263722657427,3662.3459684457184,7226.444774781703,10,6,60,,,,,
913,0.3852187419060661,3442.4058246703394,6563.4188815822245,9,15,72,,,,,
914,0.3910202309007701,3210.0585205741995,7171.626685919994,9,15,68,,,,,
915,0.48362867957595423,3557.9144519363053,7025.954731237147,7,16,50,,,,,
916,0.3376669995327163,3388.431490962796,7338.254597423652,9,11,73,,,,,
917,0.3017770021089067,3183.0405142190302,7087.553774752513,7,6,42,,,,,
918,0.4093135725181123,3575.5600408405353,6485.645096292813,6,9,39,,,,,
919,0.29521038762983576,3408.254630156067,6952.818854394392,7,11,57,,,,,
920,0.37659356053326276,3483.4365219284527,7528.810472371079,9,15,69,,,,,
921,0.4947705193054791,3503.430209560927,7105.837951452384,6,9,42,,,,,
922,0.3804070218909634,3363.7085000401153,7389.553847826079,8,16,57,,,,,
923,0.35361045529636437,3160.0899605806353,7341.942615710716,6,16,51,,,,,
924,0.40513519851444,3340.1711223063007,7401.356106917593,10,15,69,,,,,
925,0.36061573597628305,3632.3944756099863,7180.470755394421,10,16,73,,,,,
926,0.4498494244634583,3116.023664812661,7335.207844150141,10,10,71,,,,,
927,0.29714657162371005,3548.8489277204044,7154.357483155131,6,9,44,,,,,
928,0.3886952531945065,3453.7385411218384,6500.422650091466,5,9,41,,,,,
929,0.2631015825816422,3274.918635545892,6535.046961840383,6,16,40,,,,,
930,0.38005023560122375,3190.719247849317,7444.127743336499,10,16,80,,,,,
931,0.3453726656679983,3483.7874036108383,7164.356300862178,7,17,55,,,,,
932,0.28278303483697775,3442.5602640280335,6150.715002314389,9,14,67,,,,,
933,0.40150516724432805,3441.56189083934,7322.259677878313,10,11,76,,,,,
934,0.2909062272594386,3586.2526102660736,7444.872705606405,5,12,47,,,,,
935,0.36610444811918885,3186.5355741875514,7286.718592973511,8,12,69,,,,,
936,0.2811308227870697,3637.4732438411065,6843.532427481524,7,8,46,,,,,
937,0.5221388447903175,3019.4586531179852,7614.822227528923,9,18,72,,,,,
938,0.35703466794271255,3593.785720714473,7320.803726397356,10,18,78,,,,,
939,0.23880268309366293,3816.211677721015,7375.339575079174,5,16,46,,,,,
940,0.3609996055598643,3112.036084104,6925.8583818863735,10,7,64,,,,,
941,0.381935010772139,3288.645529457207,6971.799531349955,5,16,31,,,,,
942,0.6002719478513681,2712.1690094238397,7010.887141686078,5,16,33,,,,,
943,0.266311679583632,3247.1476699223285,7282.191675601716,10,17,73,,,,,
944,0.3576131736548188,3258.564239615592,7080.413775613465,10,16,83,,,,,
945,0.405694655183683,3229.804088633587,7145.917675694628,9,10,75,,,,,
946,0.2839459523250387,3416.4383776674017,6844.653089115033,9,9,69,,,,,
947,0.452045618110545,3235.1054405065593,7345.309278307715,10,16,76,,,,,
948,0.39961610248991986,3421.330054779608,7067.113054551807,6,6,33,,,,,
949,0.45139147759999654,3252.27239335866,6928.627635395649,10,12,73,,,,,
950,0.23261743724483874,3371.18599539249,6954.887918448985,7,18,65,,,,,
951,0.30866976479663333,3506.122000583038,6645.375886161727,7,12,50,,,,,
952,0.4464879690159288,3301.875116755133,6141.168512623358,7,13,55,,,,,
953,0.34599074684752507,3468.4463073350626,7169.507668831203,5,12,37,,,,,
954,0.30608044813712676,3535.4637818260176,7279.211472301627,8,10,61,,,,,
955,0.340334669294034,3635.4815504153116,6507.867255018318,8,10,63,,,,,
956,0.36494191640316964,3499.3210507810704,7220.299926247354,6,17,49,,,,,
957,0.43304195478791796,3400.7816606294214,6970.965897063156,8,12,60,,,,,
958,0.31075575246710396,3266.549773493063,7498.314506741878,9,12,70,,,,,
959,0.343731668457794,3243.5520379041895,7287.867298470905,9,13,66,,,,,
960,0.32412616593624377,3495.566903194564,7883.580772720616,10,12,76,91.0,10.0,2.0,2.262769995861822,2.262769995861822
961,0.35138023646144045,3504.807248577089,6905.657661679602,9,13,60,,,,,
962,0.3921815513394239,3340.2111581325157,7574.90115227273,10,16,71,,,,,
963,0.3965524473591602,3308.3267701088776,7371.62703068363,6,18,49,,,,,
964,0.2946877323421382,3373.2539560490145,7230.188571129901,5,17,46,,,,,
965,0.39999620335910124,3384.629652368327,7405.082683587473,10,16,87,,,,,
966,0.29712547878675977,3216.0410292596553,7073.888034485892,7,12,58,,,,,
967,0.3908483136686812,3642.755144042501,7473.695311806398,8,8,54,,,,,
968,0.3779501000956328,3470.1164997722467,6842.050062923595,7,17,46,,,,,
969,0.42776943928194,3505.644327470348,7080.735840067453,10,15,80,,,,,
970,0.2884094270809906,3657.353063097719,6863.082608014901,8,9,49,,,,,
971,0.3067135015157939,3562.997667385248,7007.687911190235,5,12,37,,,,,
972,0.3351883022955795,3229.868076402829,6731.7900168382375,7,9,53,,,,,
973,0.286009902479597,3554.9144618979694,7045.753283747664,5,15,41,,,,,
974,0.4234435959974536,3375.4885210787115,5716.00418128462,5,9,33,,,,,
975,0.45036893440208847,3413.826340648326,7263.677708591807,6,11,48,,,,,
976,0.3525411298481246,3259.492208917964,6887.160015670772,5,18,42,,,,,
977,0.4222458694475114,3165.8011049138186,7410.56010652571,10,15,71,,,,,
978,0.2881196603051518,3509.3246372514436,6775.939745853427,5,10,39,,,,,
979,0.3045615620357084,3439.176002734749,7712.253978531809,10,6,60,,,,,
980,0.2599156024033923,3436.656291578518,7242.926999802032,10,17,73,,,,,
981,0.3469107260804919,3411.962840407895,7054.321063591272,7,17,56,,,,,
982,0.3527993777397259,3342.8549792167405,7024.615943371933,7,13,59,,,,,
983,0.41507468740396913,3671.595244798809,6532.001449799044,6,8,45,,,,,
984,0.32255225020755873,3245.3400565498955,7437.959863957117,7,7,47,,,,,
985,0.3470666296279157,3588.8684745203723,7317.3621275527485,8,13,64,,,,,
986,0.4156949254027953,3122.507519071372,7170.285971014256,7,13,56,,,,,
987,0.44563805919452915,3311.6176588621224,7012.425439137619,8,13,62,,,,,
988,0.5174408750440362,2949.330387554211,6210.914750491765,6,13,53,,,,,
989,0.18959452814455047,3753.8227828466765,7043.2603687100645,6,18,44,,,,,
990,0.3351834340442298,3346.746160535256,6771.484827229872,5,6,30,,,,,
991,0.5085101890858754,3140.5109266899467,6533.95704365796,5,6,28,,,,,
992,0.3540951484695751,3341.9101445985584,7393.607463251,5,17,35,,,,,
993,0.4133277656896275,3277.485308245849,7132.167564409032,5,9,42,,,,,
994,0.40129450451454163,3398.1358011608954,6497.472538164136,7,13,50,,,,,
995,0.40238874930696766,3322.767966020896,6874.900313854373,6,11,44,,,,,
996,0.26546036379314386,3840.7909184046785,6246.936886422609,6,15,40,,,,,
